,Unnamed: 0,1) What does the court do? ,Unnamed: 0,", q33_trial, q33_legislative, q33_check, q33_trial.1,q33_Legisposition1.q33_Check.1"
1100,1100,It solves the problems of citizens,1100.0,"1137,1,0,0,,,"
1101,1101,Enforce the law,1101.0,"1138,1,0,0,,,1139,0,0,0,,,"
1102,1102,make a judgment of law,1102.0,"1140,0,0,0,,,"
1103,1103,I'm the judge,1103.0,"1141,1,0,0,,,"
1104,1104,carry out the law,1104.0,"1142,1,0,0,,,"
1105,1105,Using the law to solve citizens' affairs,1105.0,"1143,0,1,0,,,"
1106,1106,Enforcement of the law and adjudication of established laws.,1106.0,"1144,1,0,0,,,"
1107,1107,judge right from wrong,1107.0,"1145,0,1,0,,,"
1108,1108,rule the law,1108.0,"1146,0,1,0,,,"
1109,1109,The court makes a trial.,1109.0,"1147,1,1,0,,,"
1110,1110,judge a crime by law,1110.0,"1148,1,0,0,,,"
1111,1111,to do the work of enforcing the law enforcement,1111.0,"1149,0,0,0,,,"
1112,1112,The case is adjudicated by the law created by the National Assembly.,1112.0,"1150,1,0,0,,,"
1113,1113,maintenance of social order,1113.0,"1151,0,1,0,,,"
1114,1114,Make laws and enforce trials,1114.0,"1152,0,0,0,,,"
1115,1115,the role and enactment of the law,1115.0,"1153,1,0,0,,,"
1116,1116,"Enforcement of the law, concealment of guilt by law.",1116.0,"1154,1,0,0,,,"
1117,1117,The judicial body makes a judgment according to the criminal.,1117.0,"1155,1,0,0,,,"
1118,1118,Judgment is made on a case based on established laws.,1118.0,"1156,0,0,0,,,"
1119,1119,the enforcement of laws made by the National Assembly,1119.0,"1157,1,0,0,,,"
1120,1120,enforcement of the law,1120.0,"1158,0,1,0,,,"
1121,1121,the act of enacting a law,1121.0,"1159,1,1,0,,,"
1122,1122,It is judged through the law.,1122.0,"1160,1,1,0,,,"
1123,1123,Make a law.,1123.0,"1161,1,1,0,,,"
1124,1124,Trial,1124.0,"1162,1,1,0,,,"
1125,1125,judging by the law,1125.0,"1163,0,1,0,,,"
1126,1126,Trial,1126.0,"1164,1,0,0,,,"
1127,1127,Enforcement of the law and punishment for breaking the law.,1127.0,"1165,1,0,0,,,"
1128,1128,"""We conduct trials, trials, various legal examinations and unconstitutional activities.",1128.0,"1166,1,0,0,,,"
1129,1129,"Through the trial, we work to determine right and wrong according to the law.""",1129.0,"1167,1,0,0,,,"
1130,1130,Trial,1130.0,"1168,1,0,0,,,1169,1,0,0,,,"
1131,1131,"In various conflict situations, the court is in charge of trials according to the law. The court is a state agency that judges and judges according to the law, which is the norm of the state.",1131.0,"1170,0,0,0,,,"
1132,1132,I don't understand.,1132.0,"1171,1,1,0,,,"
1133,1133,Judge by law,1133.0,"1172,1,0,0,,,"
1134,1134,adjudicate the law,1134.0,"1173,0,1,0,,,"
1135,1135,Make the law,1135.0,"1174,1,0,0,,,"
1136,1136,enforce the law,1136.0,"1175,0,1,0,,,"
1137,1137,Execute the punishment of those who have committed crimes.,1137.0,"1176,1,0,0,,,"
1138,1138,"Make the law and use the law, judge a person.",1138.0,"1177,0,0,0,,,"
1139,1139,Judge a crime on the basis of the law,1139.0,"1178,0,0,0,,,"
1140,1140,lay down the law,1140.0,"1179,1,0,0,,,"
1141,1141,Make the law,1141.0,"1180,1,0,0,,,"
1142,1142,Put sinners in jail,1142.0,"1181,1,0,0,,,"
1143,1143,Make a law.,1143.0,"1182,1,1,1,,,"
1144,1144,have a trial,1144.0,"1183,1,0,0,,,"
1145,1145,Make a law.,1145.0,"1184,1,0,0,,,"
1146,1146,Judge the criminal.,1146.0,"1185,1,0,0,,,"
1147,1147,"Examining, maintaining and inspecting laws made",1147.0,"1186,1,0,0,,,"
1148,1148,It is a measure of the weight of crimes committed in the state,1148.0,"1187,0,1,0,,,"
1149,1149,Judge and judge in accordance with the law.,1149.0,"1188,1,0,0,,,"
1150,1150,law enforcement,1150.0,"1189,1,0,0,,,"
1151,1151,Trial,1151.0,"1190,0,0,0,,,"
1152,1152,I don't know,1152.0,"1191,1,0,0,,,"
1153,1153,I don't know.,1153.0,"1192,1,0,0,,,"
1154,1154,a trial by law,1154.0,"1193,1,0,0,,,"
1155,1155,a place to judge a crime,1155.0,"1194,0,0,0,,,"
1156,1156,enact a law,1156.0,"1195,1,0,0,,,"
1157,1157,Enforce the law.,1157.0,"1196,1,0,0,,,"
1158,1158,Make the law,1158.0,"1197,1,0,0,,,"
1159,1159,law administration,1159.0,"1198,1,0,0,,,1199,1,0,0,,,"
1160,1160,Make and judge the law,1160.0,"1200,1,0,0,,,"
1161,1161,"It is an organization that punishes criminals according to the law. In other words, it is a place where a person who has not committed a crime is acquitted according to the law. It's another word, but the court in Korea seems to be a little different. The weight of dealing with women's sins and men's sins seems to be biased. The answer is a little vague because this country, which has different punishments even for the same crime, does not seem suitable for the court I explained. As I say, I hope that the crime will be judged only by law.",1161.0,"1201,0,1,0,,,"
1162,1162,corruption,1162.0,"1202,1,0,0,,,"
1163,1163,It is a place to deal with and judge reported matters.,1163.0,"1203,1,0,0,,,"
1164,1164,enact a law,1164.0,"1204,0,0,0,,,"
1165,1165,a matter of law,1165.0,"1205,1,0,0,,,"
1166,1166,be the body of law enforcement agency,1166.0,"1206,1,0,0,,,"
1167,1167,law enforcement,1167.0,"1207,1,0,0,,,"
1168,1168,law enforcement,1168.0,"1208,1,0,0,,,"
1169,1169,I don't know.,1169.0,"1209,1,0,0,,,"
1170,1170,hold various trials,1170.0,"1210,0,1,0,,,"
1171,1171,enact a law,1171.0,"1211,0,1,0,,,"
1172,1172,"The place where people who break the law are judged, and the place where they make the law",1172.0,"1212,1,0,0,,,"
1173,1173,Make a law and make a trial,1173.0,"1213,1,0,0,,,"
1174,1174,Make laws for the perpetrators and for the victims to understand it.,1174.0,"1214,1,0,0,,,"
1175,1175,Make the law and try those who break the law.,1175.0,"1215,0,0,0,,,"
1176,1176,Make a law,1176.0,"1216,0,0,0,,,"
1177,1177,Judging right and wrong according to the law's standards,1177.0,"1217,1,0,0,,,"
1178,1178,"According to the content of the law, a person who has acted incorrectly is judged.",1178.0,"1218,1,0,0,,,"
1179,1179,a matter that determines right from wrong,1179.0,"1219,1,0,0,,,"
1180,1180,"""To judge right from wrong",1180.0,"1220,0,0,1,,,"
1181,1181,"""",1181.0,"1221,1,0,0,,,"
1182,1182,judge right from wrong,1182.0,"1222,0,1,0,,,"
1183,1183,judge a criminal,1183.0,"1223,1,0,0,,,"
1184,1184,"There are judges, lawyers, prosecutors, and so on in the courts",1184.0,"1224,0,0,0,,,"
1185,1185,"""We judge the criminal.",1185.0,"1225,1,0,0,,,"
1186,1186,"Make the law.""",1186.0,"1226,1,0,0,,,"
1187,1187,"Courts punish bad criminals and bribe rich people to release them""Those who have no money have nothing to receive, so they give the sentence as it is, and those who have money will be released.""",1187.0,"1227,1,0,0,,,"
1188,1188,the enactment of a law,1188.0,"1228,1,0,0,,,1229,1,0,0,,,"
1189,1189,make judgments according to the law,1189.0,"1230,1,0,0,,,"
1190,1190,Make a law,1190.0,"1231,1,0,1,,,"
1191,1191,"People live through various conflicts in their lifetime. In these various conflict situations, the court is in charge of trials according to the law.",1191.0,"1232,1,0,0,,,"
1192,1192,I don't know.,1192.0,"1233,1,0,0,,,"
1193,1193,Mall,1193.0,"1234,1,0,0,,,"
1194,1194,Make a law.,1194.0,"1235,1,0,0,,,"
1195,1195,Make the law,1195.0,"1236,1,0,0,,,"
1196,1196,I'm the judge,1196.0,"1237,1,0,0,,,"
1197,1197,"It creates a necessary constitution for the country, judges the wrongdoings of the people, and lets the government or the National Assembly see if it does not commit fraud.",1197.0,"1238,1,0,0,,,"
1198,1198,Trial,1198.0,"1239,1,0,0,,,"
1199,1199,The law will bring justice to you,1199.0,"1240,1,0,0,,,"
1200,1200,Trial,1200.0,"1241,1,0,0,,,"
1201,1201,Let's have a trial,1201.0,"1242,1,0,0,,,"
1202,1202,It's where the law is made.,1202.0,"1243,0,0,0,,,"
1203,1203,a place of judgment,1203.0,"1244,1,0,0,,,"
1204,1204,Determines the consequences of events in society.,1204.0,"1245,1,0,0,,,"
1205,1205,realize the law,1205.0,"1246,1,0,0,,,"
1206,1206,trial,1206.0,"1247,1,0,0,,,"
1207,1207,have a trial,1207.0,"1248,1,0,1,,,"
1208,1208,"What the court does is to explain the meaning of the law made by the National Assembly, judge and judge according to its will, resolve conflicts among people by judging right and wrong according to the law, and help people who have been damaged by individuals or countries. Also, punish those who damage society so that social order is maintained.",1208.0,"1249,0,0,0,,,"
1209,1209,Realize the law,1209.0,"1250,1,0,0,,,"
1210,1210,"As a judicial branch, it makes judgments through the law.",1210.0,"1251,0,0,0,,,"
1211,1211,enforce the laws enacted,1211.0,"1252,1,0,0,,,"
1212,1212,"They conduct trials in accordance with the law, maintain the operation of correctional facilities such as detention centers, and conduct various legal unconstitutional examination activities such as the Constitution",1212.0,"1253,0,1,0,,,"
1213,1213,"The court interprets the meaning of the law created by the National Assembly, and judges and judges according to its will. According to the law, it solves conflicts between people by judging right and wrong, and also helps people who have been damaged by individuals or countries. It is a place where people who have harmed society are punished so that social order is maintained.",1213.0,"1254,1,0,0,,,"
1214,1214,"People live through various conflicts in their daily lives. In these various conflicts, the court is in charge of trials according to the law.",1214.0,"1255,0,0,0,,,"
1215,1215,It is where the guilty are judged.,1215.0,"1256,1,0,0,,,"
1216,1216,The court allows or rejects the law that the National Assembly has made.,1216.0,"1257,1,0,0,,,"
1217,1217,an agency responsible for trials under the law in various conflict situations,1217.0,"1258,0,0,0,,,1259,1,0,0,,,"
1218,1218,"The court interprets the meaning of the law made by the National Assembly, and judges and judges accordingly",1218.0,"1260,0,0,0,,,"
1219,1219,"""1. Control the law.",1219.0,"1261,0,0,0,,,"
1220,1220,"2. Manage a lot of important information""",1220.0,"1262,0,0,0,,,"
1221,1221,The law made by the National Assembly is applied to real life and the right and wrong of the sinner is judged.,1221.0,"1263,1,1,0,,,"
1222,1222,"Depending on the conflict situation caused by school violence, sexual violence, murder, domestic violence, etc., he or she is punished or punished accordingly",1222.0,"1264,0,1,0,,,"
1223,1223,I'll give you a trial,1223.0,"1265,0,0,0,,,"
1224,1224,Trial,1224.0,"1266,1,0,0,,,"
1225,1225,"Courts resolve conflicts between people by judging right and wrong according to the law, help those affected by individuals or the state, and punish those who damage society to maintain social order.",1225.0,"1267,1,1,0,,,"
1226,1226,Make the law,1226.0,"1268,1,0,0,,,"
1227,1227,"Make, manage and deal with laws",1227.0,"1269,1,1,0,,,"
1228,1228,It is judged by law,1228.0,"1270,0,1,0,,,"
1229,1229,They judge right from wrong in relation to the law and punish it,1229.0,"1271,1,0,0,,,"
1230,1230,It is to destroy and judge whether the constitution is innocent or guilty.,1230.0,"1272,1,0,0,,,"
1231,1231,take charge of everything,1231.0,"1273,1,0,0,,,"
1232,1232,여Yeah,1232.0,"1274,1,0,0,,,"
1233,1233,Punish through a trial,1233.0,"1275,0,0,0,,,"
1234,1234,a judge by law,1234.0,"1276,0,1,0,,,"
1235,1235,enforce the law,1235.0,"1277,1,0,0,,,"
1236,1236,I'm monitoring the law,1236.0,"1278,1,0,0,,,"
1237,1237,To cover up innocent people,1237.0,"1279,1,0,0,,,"
1238,1238,Establish and adjust the law.,1238.0,"1280,0,1,0,,,"
1239,1239,Trial,1239.0,"1281,0,0,0,,,"
1240,1240,I don't know,1240.0,"1282,0,1,0,,,"
1241,1241,to bring justice and punishment to justice,1241.0,"1283,1,0,0,,,"
1242,1242,Trial,1242.0,"1284,0,1,0,,,"
1243,1243,The law made by the National Assembly determines whether it is wrong or not,1243.0,"1285,0,1,0,,,"
1244,1244,Trial,1244.0,"1286,0,0,0,,,"
1245,1245,a place of law enforcement,1245.0,"1287,0,0,0,,,"
1246,1246,determine if the law is in place,1246.0,"1288,1,0,0,,,1289,1,0,0,,,"
1247,1247,make a judgment on the basis of the law It also checks the government and the National Assembly and has fairness and objectivity.,1247.0,"1290,1,0,0,,,"
1248,1248,Trial,1248.0,"1291,1,0,0,,,"
1249,1249,Kim Ji-won's conviction,1249.0,"1292,0,0,1,,,"
1250,1250,law enforcement,1250.0,"1293,1,0,0,,,"
1251,1251,They judge an action and hold it responsible for it or reveal the truth.,1251.0,"1294,1,0,1,,,"
1252,1252,law-abiding and judging,1252.0,"1295,1,0,0,,,"
1253,1253,I'm going to judge if I',1253.0,"1296,0,0,0,,,"
1254,1254,Make judgments in the lives of the people.,1254.0,"1297,1,0,0,,,"
1255,1255,"A court is a state-appointed judge and judge in accordance with the law, which is the norm of the state",1255.0,"1298,1,0,0,,,"
1256,1256,It is a place that distinguishes good people from bad people.,1256.0,"1299,1,0,0,,,"
1257,1257,judge those who have committed crimes,1257.0,"1300,1,0,0,,,"
1258,1258,It's how you get your plate printed,1258.0,"1301,1,0,0,,,"
1259,1259,Triangle,1259.0,"1302,1,0,0,,,"
1260,1260,It is a place to maintain social order by ruling according to the law in case of disputes between people or breaking the law.,1260.0,"1303,1,0,1,,,"
1261,1261,maintaining social order by a court ruling fairly through a trial based on the law,1261.0,"1304,1,0,0,,,"
1262,1262,Proceed with the trial.,1262.0,"1305,0,0,1,,,"
1263,1263,The court proceed with the trial with the contents requested by the prosecution.,1263.0,"1306,1,0,1,,,"
1264,1264,"What happens in the State shall be tried in accordance with the law and shall not be interfered with by the National Assembly, the National Assembly, or the government in relation to the trial",1264.0,"1307,0,1,0,,,"
1265,1265,do the work of the state,1265.0,"1308,0,0,0,,,"
1266,1266,"Civil trials, criminal trials, administrative trials, etc",1266.0,"1309,0,1,0,,,"
1267,1267,real estate register management,1267.0,"1310,0,1,0,,,"
1268,1268,Maintenance and operation of correctional facilities such as detention centers,1268.0,"1311,0,1,0,,,"
1269,1269,Immigration Services for Foreigners,1269.0,"1312,1,0,1,,,"
1270,1270,"Activities to examine the unconstitutionality of various laws, including the Constitution.""",1270.0,"1313,0,0,0,,,"
1271,1271,He is responsible for the state.,1271.0,"1314,1,0,0,,,"
1272,1272,Making a ruling,1272.0,"1315,0,0,0,,,"
1273,1273,"Civil trials, criminal trials, administrative trials, etc",1273.0,"1316,1,1,0,,,"
1274,1274,- real estate register management,1274.0,"1317,1,0,0,,,"
1275,1275,- Maintenance and operation of correctional facilities such as detention centers,1275.0,"1318,1,0,0,,,1319,0,1,0,,,"
1276,1276,- Immigration Services for Foreigners,1276.0,"1320,1,0,0,,,"
1277,1277,"- Activities to examine the unconstitutionality of various laws, including the Constitution.""",1277.0,"1321,1,0,0,,,"
1278,1278,This is where the trial is held.,1278.0,"1322,1,0,0,,,"
1279,1279,giving back to the National Assembly and the Government,1279.0,"1323,1,0,0,,,"
1280,1280,It is a place to maintain social order by ruling according to the law in case of disputes between people or breaking the law,1280.0,"1324,1,0,0,,,"
1281,1281,It is a place to maintain social order by ruling according to the law in case of disputes between people or breaking the law.,1281.0,"1325,0,0,0,,,"
1282,1282,I don't know,1282.0,"1326,0,0,0,,,"
1283,1283,Where you see the trial,1283.0,"1327,0,0,0,,,"
1284,1284,I don't know.,1284.0,"1328,0,1,0,,,"
1285,1285,I don't know,1285.0,"1329,0,1,0,,,"
1286,1286,I don't knowtrial by law or making a constitution,1286.0,"1330,1,0,0,,,"
1287,1287,make a law,1287.0,"1331,,,,,,"
1288,1288,I don't know,1288.0,"1332,,,,,,"
1289,1289,The court shall judge whether it is wrong or not,1289.0,"1333,71.5%,19.3%,3.2%,,,"
1290,1290,They make laws and judge them,,
1291,1291,Make the law,,
1292,1292,Make and judge the law.,,
1293,1293,Make the law,,
1294,1294,make a trial,,
1295,1295,It is a place where people who break the law are punished or protected.,,
1296,1296,We will judge what we received from the National Assembly and hand it over to the government,,
1297,1297,Make a law,,
1298,1298,Politics,,
1299,1299,It's where the law is made and decided.,,
1300,1300,Punishment is imposed on people by law,,
1301,1301,It's a place for a trial,,
1302,1302,I'm going to judge,,
1303,1303,Making a law,,
1304,1304,Play politics.,,
1305,1305,the act of defining a law,,
1306,1306,The court makes a trial.,,
1307,1307,Make the law,,
1308,1308,Make a law,,
1309,1309,A place where rich people look,,
1310,1310,"(Playing the door-to-door"")",,
1311,1311,A trial?,,
1312,1312,I'm the judge,,
1313,1313,Judge the dead and the living,,
1314,1314,The law shall be applied to the judgment,,
1315,1315,It serves to check and monitor power.,,
1316,1316,judge the conflict over the law,,
1317,1317,Judge the government and check the National Assembly,,
1318,1318,Trial,,
1319,1319,"""I came to the court",,
1320,1320,"I couldn't achieve what I wanted.""",,
1321,1321,Trial,,
1322,1322,a conviction of not guilty,,
1323,1323,It's a place to judge people.,,
1324,1324,Trial,,
1325,1325,Act on the basis of legislation enacted by the legislature,,
1326,1326,a judicial act,,
1327,1327,Judge the law and check the National Assembly.,,
1328,1328,I'm the judge,,
1329,1329,check the power imbalance between the government and the National Assembly,,
1330,1330,It judges the law based on laws financed by the National Assembly and plays a role in keeping the National Assembly and the government in check.,,
1331,1331,enact a law,,
1332,1332,I don't know liberal arts. It's natural sciences.,,
1333,1333,the act of,,
1334,1334,impose a law,,
1335,1335,Make a law.,,
1336,1336,"Congress and Government Control, Law Enforcement",,
1337,1337,bring justice to justice,,
1338,1338,a trial by law set by the National Assembly,,
1339,1339,Making the law,,
1340,1340,"""Execute the law and judge a person by the law",,
1341,1341,"""",,
1342,1342,It's judged by the law that was made,,
1343,1343,It is judged by law made on the basis of the Constitution.,,
1344,1344,Don't do the work of passing a bill.,,
1345,1345,law enforcement,,
1346,1346,judging by law,,
1347,1347,It is based on the law.,,
1348,1348,Enforce the law independently.,,
1349,1349,a judgment of the degree of wrongdoing in a matter,,
1350,1350,Look at the rich,,
1351,1351,Law,,
1352,1352,Guilty and innocent,,
1353,1353,the work of making laws,,
1354,1354,Make a law.,,
1355,1355,Punish people according to the law.,,
1356,1356,Evaluation Only. Created with Aspose.Cells for Python via Java.Copyright 2003 - 2022 Aspose Pty Ltd.,,
