,Unnamed: 0,1) Please present as soon as you know what the people's rights are related to the example of Hong Gil-dong. ,Unnamed: 0,", q31_discrimination, q31_job, q31_judgment, q31_human rights, q31_discrimination.1,q31_Job.1,q31_Trial.1,q31_Human rights.1"
963,963,The right not to be discriminated against?,963.0,"996,0,0,1,0,,,,"
964,964,"Whoever I am and whatever I look, I have a right to be respected.'",964.0,"997,0,0,0,0,,,,"
965,965,basic human rights,965.0,"998,0,0,0,0,,,,"
966,966,All men are equal,966.0,"999,1,1,0,0,,,,"
967,967,All men are equal,967.0,"1000,0,0,1,0,,,,"
968,968,human right,968.0,"1001,1,1,0,0,,,,"
969,969,human right,969.0,"1002,1,0,0,0,,,,"
970,970,Hong Gil-dong's right not to be discriminated against by physical conditions Hong Gil-dong's right to choose a job with physical conditions,970.0,"1003,0,0,0,1,,,,"
971,971,I have no idea.,971.0,"1004,0,1,0,0,,,,"
972,972,Mr. Hogil-dong is disabled because he is out of control in a traffic accident.,972.0,"1005,1,0,0,0,,,,"
973,973,.,973.0,"1006,1,1,1,0,,,,"
974,974,I don't know,974.0,"1007,0,0,0,0,,,,"
975,975,I don't know,975.0,"1008,0,0,0,0,,,,"
976,976,I don't know.,976.0,"1009,1,1,0,0,,,,"
977,977,Respect for personality,977.0,"1010,1,1,1,0,,,,"
978,978,I don't know.,978.0,"1011,1,1,1,0,,,,"
979,979,the right to work,979.0,"1012,0,1,0,0,,,,"
980,980,"My father was not feeling well, and for that reason, I wanted to work on the apartment security guard recruitment test, but I couldn't.",980.0,"1013,0,0,0,0,,,,"
981,981,All human beings have equal rights,981.0,"1014,0,0,0,0,,,,"
982,982,All citizens are equal.,982.0,"1015,0,0,0,0,,,,"
983,983,I don't know,983.0,"1016,0,0,0,0,,,,"
984,984,I don't know.,984.0,"1017,0,1,0,0,,,,"
985,985,I don't know,985.0,"1018,0,1,0,0,,,,1019,0,0,0,0,,,,"
986,986,"Freedom, human rights, natural rights, natural rights",986.0,"1020,0,0,0,0,,,,"
987,987,equality in all,987.0,"1021,0,0,0,0,,,,"
988,988,the right to labor,988.0,"1022,0,1,0,0,,,,"
989,989,It is the right to seek employment.the right to equality and freedom,989.0,"1023,0,0,0,0,,,,"
990,990,the right to work,990.0,"1024,1,0,0,0,,,,"
991,991,labor rights,991.0,"1025,0,0,0,0,,,,"
992,992,the right of liberty,992.0,"1026,1,0,0,0,,,,"
993,993,the right to vote in an election,993.0,"1027,1,0,0,0,,,,"
994,994,I don't know.,994.0,"1028,1,0,0,0,,,,"
995,995,labor law,995.0,"1029,1,1,0,0,,,,"
996,996,the freedom of the people,996.0,"1030,0,0,0,1,,,,"
997,997,I don't know.,997.0,"1031,1,0,0,0,,,,"
998,998,the Act on the Protection of Persons with Disabilities,998.0,"1032,0,0,0,0,,,,"
999,999,"There are laws for social minorities that should be relatively considered to guarantee human rights, such as the people's right to freedom and equality.",999.0,"1033,1,1,1,0,,,,"
1000,1000,have equal rights,1000.0,"1034,0,0,0,0,,,,"
1001,1001,human right,1001.0,"1035,0,1,0,0,,,,"
1002,1002,"There are equal rights to enter the company through the same treatment as others without being discriminated against for having a disability, and claims that have filed a lawsuit to regain the violated basic rights when their basic rights are violated.",1002.0,"1036,0,1,0,0,,,,"
1003,1003,fundamental rights,1003.0,"1037,1,0,0,0,,,,"
1004,1004,All men are equal,1004.0,"1038,0,0,0,0,,,,"
1005,1005,I don't know,1005.0,"1039,0,1,0,0,,,,"
1006,1006,I don't know,1006.0,"1040,0,0,0,0,,,,"
1007,1007,I don't know,1007.0,"1041,0,0,0,0,,,,"
1008,1008,I don't know,1008.0,"1042,1,0,0,0,,,,"
1009,1009,I don't know,1009.0,"1043,0,0,0,0,,,,"
1010,1010,I don't know.,1010.0,"1044,0,1,0,1,,,,"
1011,1011,I don't know,1011.0,"1045,0,0,0,0,,,,"
1012,1012,I don't know because I didn't learn it,1012.0,"1046,1,1,1,0,,,,"
1013,1013,Fraud,1013.0,"1047,0,1,0,0,,,,"
1014,1014,"Although the constitution cannot immediately claim the rights of legitimate citizens, representatives of all citizens can be judged by their actions.",1014.0,"1048,1,0,0,0,,,,1049,1,1,0,0,,,,"
1015,1015,I don't know,1015.0,"1050,1,0,0,1,,,,"
1016,1016,discrimination against people with disabilities that they cannot get a job,1016.0,"1051,1,1,0,0,,,,"
1017,1017,I think it's a prejudice that disabled people can't work,1017.0,"1052,1,0,0,0,,,,"
1018,1018,I don't know.,1018.0,"1053,0,1,0,0,,,,"
1019,1019,I don't know.,1019.0,"1054,1,1,0,0,,,,"
1020,1020,I don't know,1020.0,"1055,0,1,0,1,,,,"
1021,1021,I can work even if I am not feeling well.,1021.0,"1056,1,1,0,0,,,,"
1022,1022,People with disabilities can't go to work,1022.0,"1057,1,1,1,0,,,,"
1023,1023,I don't know,1023.0,"1058,0,1,0,0,,,,"
1024,1024,I don't know.,1024.0,"1059,1,0,0,0,,,,"
1025,1025,"""I don't know",1025.0,"1060,1,0,0,0,,,,"
1026,1026,"""",1026.0,"1061,0,1,0,0,,,,"
1027,1027,I don't know,1027.0,"1062,0,0,0,1,,,,"
1028,1028,?,1028.0,"1063,1,0,0,0,,,,"
1029,1029,human right,1029.0,"1064,0,0,0,0,,,,"
1030,1030,basic rights,1030.0,"1065,0,1,0,0,,,,"
1031,1031,I don't know,1031.0,"1066,1,0,0,0,,,,"
1032,1032,the right to sue,1032.0,"1067,0,1,0,0,,,,"
1033,1033,I don't like it.,1033.0,"1068,0,1,0,0,,,,"
1034,1034,a law abuser,1034.0,"1069,1,0,0,0,,,,"
1035,1035,"Equal rights, labor rights, and freedom",1035.0,"1070,1,0,0,0,,,,"
1036,1036,the right to file a lawsuit,1036.0,"1071,1,0,0,0,,,,"
1037,1037,the right of liberty the social sphere,1037.0,"1072,0,1,0,0,,,,"
1038,1038,equal rights,1038.0,"1073,1,0,0,0,,,,"
1039,1039,human right,1039.0,"1074,0,0,0,0,,,,"
1040,1040,"the right to work, universality, freedom",1040.0,"1075,0,0,0,0,,,,"
1041,1041,equal rights,1041.0,"1076,0,0,0,0,,,,"
1042,1042,"the right to claim, the right to society, the right to equality",1042.0,"1077,1,0,0,0,,,,"
1043,1043,basic human rights,1043.0,"1078,1,0,1,0,,,,1079,1,1,0,0,,,,"
1044,1044,Don't know,1044.0,"1080,0,1,1,0,,,,"
1045,1045,equal rights and labor rights,1045.0,"1081,1,1,0,0,,,,"
1046,1046,"equal rights, social rights, claims",1046.0,"1082,1,1,0,0,,,,"
1047,1047,the right to claim the right to freedom of the commonwealth of society,1047.0,"1083,1,0,1,0,,,,"
1048,1048,"social rights, freedom, etc",1048.0,"1084,0,1,0,0,,,,"
1049,1049,no,1049.0,"1085,0,1,1,0,,,,"
1050,1050,I don't know,1050.0,"1086,0,1,0,0,,,,"
1051,1051,I don't know anything. I want to pop my head a shitty education office,1051.0,"1087,1,0,1,0,,,,"
1052,1052,-,1052.0,"1088,1,0,1,0,,,,"
1053,1053,the right to work,1053.0,"1089,1,0,0,0,,,,"
1054,1054,"the right to freedom,",1054.0,"1090,1,0,0,0,,,,"
1055,1055,Well,1055.0,"1091,0,1,0,0,,,,"
1056,1056,You have to pay taxes. I have to go to the army.,1056.0,"1092,0,1,0,0,,,,"
1057,1057,The Republic of Korea is a democratic republic.,1057.0,"1093,0,1,1,0,,,,"
1058,1058,Labor,1058.0,"1094,1,1,1,0,,,,"
1059,1059,You can't give rights to bald people,1059.0,"1095,1,1,1,0,,,,"
1060,1060,equality of opportunity,1060.0,"1096,1,0,0,0,,,,"
1061,1061,M and D,1061.0,"1097,1,1,1,0,,,,"
1062,1062,equal rights,1062.0,"1098,1,1,0,0,,,,"
1063,1063,equal rights to be treated equally,1063.0,"1099,1,0,1,0,,,,"
1064,1064,"equal rights, suffrage, claim, right to life",1064.0,"1100,1,0,1,0,,,,"
1065,1065,Everyone is equal and has the right to do what they want (unless they hurt others),1065.0,"1101,0,0,0,0,,,,"
1066,1066,"No matter how physically or mentally disabled you are, it is a violation of human rights to be rejected in the labor market for having a disability.",1066.0,"1102,0,0,0,0,,,,"
1067,1067,equal rights,1067.0,"1103,0,0,0,0,,,,"
1068,1068,I don't even look at the subjects that dirty liberal arts kids do.,1068.0,"1104,0,1,0,0,,,,"
1069,1069,"""In order for people to live like humans, basic rights must be guaranteed. The Constitution guarantees the right of people to live happily.",1069.0,"1105,0,1,0,0,,,,"
1070,1070,,1070.0,"1106,0,1,0,0,,,,"
1071,1071,"The basic rights that the people should enjoy are called ""the basic rights of the people."" People's rights include equal rights, freedom, suffrage, claim, and social rights.",1071.0,"1107,0,1,0,0,,,,"
1072,1072,,1072.0,"1108,0,1,0,0,,,,1109,0,0,0,0,,,,"
1073,1073,"Equal rights refer to the right of all citizens not to be discriminated against in front of the law, regardless of social status, gender, or religion. Equal rights are a prerequisite for guaranteeing all basic rights.",1073.0,"1110,0,0,0,0,,,,"
1074,1074,,1074.0,"1111,0,0,0,0,,,,"
1075,1075,"The right to freedom is the right to act according to one's thoughts without being interfered with by the state within a certain range. Freedom includes freedom of the body, freedom of religion, freedom of speech, publication, and assembly, and freedom of choice.",1075.0,"1112,0,0,0,0,,,,"
1076,1076,,1076.0,"1113,0,0,0,0,,,,"
1077,1077,"Suffrage refers to the right of the people to participate in the management of the country. Specifically, the right to participate in the election and the right to become a public official and do national affairs are the right to participate in politics.",1077.0,"1114,0,1,0,0,,,,"
1078,1078,,1078.0,"1115,0,1,0,0,,,,"
1079,1079,The right to claim is the right to demand relief from the state when the rights of the people are violated.,1079.0,"1116,1,0,0,0,,,,"
1080,1080,,1080.0,"1117,1,0,0,0,,,,"
1081,1081,"Lastly, the social right is the right to live like a human being. Because of the social rights, the people can demand the state to live a minimum life that people should enjoy as human beings.",1081.0,"1118,0,0,0,0,,,,"
1082,1082,"""",1082.0,"1119,1,1,0,0,,,,"
1083,1083,"You have the right to press, publish, rally, and association.",1083.0,"1120,1,1,0,0,,,,"
1084,1084,the right to freedom to make decisions at will,1084.0,"1121,0,0,0,0,,,,"
1085,1085,"The law was designed to protect the country's people, and in this case, the country should protect Hong Gil-dong, who has a disability caused by a traffic accident. However, it is said that Company A cannot work for Company A as it discriminates against Hong Gil-dong, who has a disability, which violates the people's right to freedom. To prevent a person from working just because he or she has a disability is to deprive the person of his or her right to work, which is to deprive the people of their duty and right to work.",1085.0,"1122,1,0,0,0,,,,"
1086,1086,Equal rights seem to be the main right. Everyone should not be treated unreasonably for physical discomfort.,1086.0,"1123,1,0,0,0,,,,"
1087,1087,Don't know,1087.0,"1124,1,0,1,0,,,,"
1088,1088,"the right to labor, the right to pursue happiness, the right to freedomI don't know.",1088.0,"1125,0,0,0,1,,,,"
1089,1089,There isn't.,1089.0,"1126,0,0,0,0,,,,"
1090,1090,People have the right to equality...?,1090.0,"1127,0,0,0,0,,,,"
1091,1091,I don't understand.,1091.0,"1128,0,0,0,1,,,,"
1092,1092,labor rights and human rights,1092.0,"1129,0,0,0,0,,,,"
1093,1093,I don't understand.,1093.0,"1130,0,0,0,0,,,,"
1094,1094,"equal rights, liberty, claim, social rights",1094.0,"1131,0,1,0,0,,,,"
1095,1095,"Labour, social and free rights.",1095.0,"1132,0,0,0,0,,,,"
1096,1096,the right to claim equal rights and social rights,1096.0,"1133,0,1,0,0,,,,"
1097,1097,"the right to equality, freedom, and survival",1097.0,"1134,0,0,0,1,,,,"
1098,1098,"All people are human, so they have human rights. You have a right not to be discriminated against.",1098.0,"1135,0,0,0,0,,,,"
1099,1099,the right to work,1099.0,"1136,0,0,0,0,,,,"
1100,1100,the right to equality that gives a fair start to a democratic country,1100.0,"1137,1,0,1,0,,,,"
1101,1101,the right of liberty,1101.0,"1138,1,0,1,0,,,,1139,0,0,0,0,,,,"
1102,1102,"equal rights, freedom, social rights",1102.0,"1140,0,0,0,0,,,,"
1103,1103,human rights and social rights,1103.0,"1141,0,0,0,0,,,,"
1104,1104,"Freedom, labor, anti-discrimination laws, equal rights, social rights",1104.0,"1142,0,0,0,0,,,,"
1105,1105,"Human beings are the most basic, so any country should guarantee basic rights.  Businesses and governments should support and educate the people so that they can work properly and earn income and live.  [Free military, equal rights, social rights, suffrage]",1105.0,"1143,1,1,0,0,,,,"
1106,1106,"Under the Labor Protection Act, workers should be employed in various and equal ways to support economic stability, regardless of disability or background, under which various demands and complaints of workers should be cooperated as best they can [How to fulfill corporate obligations]",1106.0,"1144,0,1,0,0,,,,"
1107,1107,The people should be guaranteed freedom of choice,1107.0,"1145,0,1,0,0,,,,"
1108,1108,equal rights,1108.0,"1146,0,1,0,0,,,,"
1109,1109,equal rights,1109.0,"1147,0,0,1,0,,,,"
1110,1110,"Social rights, freedom?",1110.0,"1148,1,1,0,0,,,,"
1111,1111,human right,1111.0,"1149,0,1,0,0,,,,"
1112,1112,equal rights,1112.0,"1150,1,1,0,0,,,,"
1113,1113,Right to participate in society,1113.0,"1151,,,,,,,,"
1114,1114,the right of liberty,1114.0,"1152,,,,,,,,"
1115,1115,equal rights,1115.0,"1153,32.7%,30.7%,9.1%,10.4%,,,,"
1116,1116,the right to work,,
1117,1117,the right of liberty,,
1118,1118,equal rights,,
1119,1119,equal rights,,
1120,1120,equal rights,,
1121,1121,freedom of choice of occupation,,
1122,1122,equal rights,,
1123,1123,I don't know.,,
1124,1124,Because the rights of the people can never be violated by anyone else,,
1125,1125,.I don't know.,,
1126,1126,the right not to be discriminated against,,
1127,1127,The right of the people in the example of Hong Gil-dong is the right to claim. Hong Gil-dong was denied employment because he was disabled because his rights to equality were violated by companies. Hong Gil-dong exercised his right to claim a trial among the claims and filed a lawsuit against the company and won the case.,,
1128,1128,"equal rights, freedom, social rights",,
1129,1129,"social rights, claims, etc",,
1130,1130,the right to work,,
1131,1131,"""Right to freedom, right to society (right to work), right to equality (e.g. prohibition of discrimination against persons with disabilities!)",,
1132,1132,"Rights of National Sovereignty""",,
1133,1133,"It can be seen that the refusal to join the company just because it was a disability constitutes a violation of the right to equality, the right to claim a lawsuit against the disposition of company A, and the right to seek happiness to apply for a job.",,
1134,1134,Article 15 of the Constitution All citizens have the freedom to choose their jobs.,,
1135,1135,"There is a right to freedom, a right for the people to act freely, and a right to claim, a right for the people to say something to the state.",,
1136,1136,"H, I'm heartbroken because I think of the midterm exam when I think of the constitution, but I'll try to come up with my knowledge as much as possible Among the rights of the people presented by the Constitution, the rights of the people related to Hong Gil-dong's example are probably the right to freedom, which is the right to freely work. Also, I don't know if this is related to the Constitution, but the mobility of the disabled to live freely also seems to be related to the example of Hong Gil-dong.",,
1137,1137,"There is a right of equality in the rights of the people. In other words, it is a right not to be treated and discriminated against for reasons of different skin colors, different languages, different cultures, or discomfort in a situation. In addition, they have the right to file a lawsuit when they are discriminated against. You have the right to demand for your right to the wrong situation.",,
1138,1138,"There is the right to equality, which is the right not to be discriminated against according to status, gender, religion, region, etc., and the right to claim, which is the right of the people to tell the state to do something. Claims can be made to the National Assembly or the administrative agency, and in the event of an unfair case, they can receive a fair trial.",,
1139,1139,"Hong Gil-dong said, ""Even if my hands are uncomfortable, I can't handle the company's business. However, at this time, Hong Gil-dong was judged equally and deprived of his right to work for no other reason than disability.",,
1140,1140,"You should not be discriminated against by your physical discomfort, and you have the right not to be discriminated against by your disability in the workplace you want.",,
1141,1141,the right to work,,
1142,1142,"Hong Gil-dong has the freedom to choose the job he wants to do. Hong Gil-dong is a social minority, so basic living should be guaranteed",,
1143,1143,"There are social rights, claims.",,
1144,1144,"There is the right to work, the right to claim, the right to equality, etc",,
1145,1145,"social rights, claims, equal rights",,
1146,1146,"Social minorities guarantee the right not to be discriminated against. As such, the Constitution prepares and guarantees various laws to prevent infringement of the rights of the people of the home country, and also guarantees subsequent measures if violated. In the case of Hong Gil-dong in this article, he was treated unfairly in employment because he was disabled. It is necessary to strengthen the constitution of Korea so that the rights of the people can be better guaranteed, creating a society where everyone can live happily and well. In order to realize welfare, various systems are important, but I think it is also important to guarantee the constitution, which can be said to contain the ideology of the country.",,
1147,1147,"the right to freedom, the right to work, the right to claim, the right to equality",,
1148,1148,There is a right to freedom to live freely and an equal right to live without discrimination in religion and race.,,
1149,1149,the right of claim,,
1150,1150,There is a right to social security in the social sphere. Hong Gil-dong formed the right to claim by claiming to the society for his unreasonable disposition. Equal rights were violated just because they had an equal rights disorder.,,
1151,1151,h,,
1152,1152,It doesn't matter as long as I don't get hurt,,
1153,1153,I don't know,,
1154,1154,freedom of choice of occupation,,
1155,1155,freedom of choice of occupation,,
1156,1156,freedom of choice of occupation,,
1157,1157,freedom of choice of occupation,,
1158,1158,freedom of choice of occupation,,
1159,1159,I don't know,,
1160,1160,the duty of paying taxes,,
1161,1161,the duty of workers to pay taxes,,
1162,1162,the duty of paying taxes,,
1163,1163,the right to refute,,
1164,1164,freedom of choice of occupation,,
1165,1165,freedom to choose one's job,,
1166,1166,equal rights,,
1167,1167,equal rights,,
1168,1168,I don't know,,
1169,1169,I don't know.,,
1170,1170,"the right to equality, liberty, and the pursuit of happiness",,
1171,1171,"Everyone is equal before the law and the right not to be discriminated against by status, gender, religion, region, region, etc",,
1172,1172,equal rights,,
1173,1173,"Everyone is equal before the law and the right not to be discriminated against by status, gender, religion, region, etc",,
1174,1174,"Among the basic rights of the people guaranteed by the Constitution, it can be considered that the right to be treated equally without discrimination, the right to pursue happiness, etc., was violated, and one's rights were guaranteed through the right to claim.",,
1175,1175,human right,,
1176,1176,a ramp instead of stairs,,
1177,1177,Make an elevator that can be taken on the subway for people with disabilities in their legs.,,
1178,1178,"Since there are human rights of the disabled, jobs for the disabled should also be guaranteed",,
1179,1179,It's good,,
1180,1180,.,,
1181,1181,"Freedom of choice,",,
1182,1182,I don't know,,
1183,1183,the right to a desired job,,
1184,1184,People have the right to be guaranteed human rights.,,
1185,1185,The people are free to live,,
1186,1186,I don't know,,
1187,1187,"the right to claimClaim for equal rights,",,
1188,1188,I don't know.,,
1189,1189,.,,
1190,1190,I'm not that learn this ...,,
1191,1191,The disabled people can do anything.,,
1192,1192,"Right to choose a career, right to be no discrimination.",,
1193,1193,The disabled people will get the job in a typical company.,,
1194,1194,Right to choose a job.,,
1195,1195,The disabled people can have a job.,,
1196,1196,May be on trial for (3) several times and demand can do.,,
1197,1197,"Liberty, equality, social right.",,
1198,1198,"A career free religious freedom, etc.",,
1199,1199,"Career choice.Equal rights, etc.",,
1200,1200,Evaluation Only. Created with Aspose.Cells for Python via Java.Copyright 2003 - 2022 Aspose Pty Ltd.,,
