,Unnamed: 0,1) Why is there wind on the beach?,Unnamed: 0,", q45_barometric pressure, q45_temperature, q45_specific heat, q45_barometric pressure 1, q45_temperature 1, q45_specific heat.1"
894,894,"The temperature of the land increases and the temperature of the sea decreases, that is, the difference in specific heat causes the wind to blow.",894.0,"924,1,1,0,,,"
895,895,"Because of the temperature difference between water and land,",895.0,"925,1,0,0,,,"
896,896,This is because oxygen travels.,896.0,"926,1,0,0,,,"
897,897,This is because the temperature of the land and the sea is different.,897.0,"927,0,0,0,,,"
898,898,This is because there are waves.,898.0,"928,0,0,0,,,929,0,0,0,,,"
899,899,Wind convection occurs because of the temperature difference between the sea and the land.,899.0,"930,1,0,0,,,"
900,900,The heat dissipation of the air due to the sunlight on the sea and land creates wind from high pressure to low pressure,900.0,"931,0,0,0,,,"
901,901,This is because the temperature of the land and the sea is different.,901.0,"932,1,0,0,,,"
902,902,temperature difference between land and sea,902.0,"933,1,0,0,,,"
903,903,This is because of the difference in air pressure between land and the sea.,903.0,"934,0,0,0,,,"
904,904,The air in the hot place rises and the wind is created because the relatively cold wind tries to fill the vacancy caused by the rise,904.0,"935,0,0,0,,,"
905,905,It is caused by differences in temperature and air pressure between land and coast,905.0,"936,0,1,0,,,"
906,906,"Because air convection occurs due to the temperature difference between the land and the sea,",906.0,"937,0,0,0,,,"
907,907,This is because air movement occurs as the temperature of sand and the temperature of seawater differ.,907.0,"938,0,1,0,,,"
908,908,"Because of the difference in heat between the land and the sea, there is a difference in temperature, so wind is created",908.0,"939,0,0,0,,,"
909,909,on the waves,909.0,"940,0,0,0,,,"
910,910,It's because of the difference in air pressure,910.0,"941,0,0,0,,,"
911,911,Because of the difference in specific heat,911.0,"942,0,1,0,,,"
912,912,"Due to the specific heat difference between sand and water,",912.0,"943,0,0,0,,,"
913,913,There's a temperature difference between the continents and the oceans,913.0,"944,0,0,0,,,"
914,914,"This is because there is a difference in temperature between the sea and the land, resulting in a difference in air pressure between the sea and the land.",914.0,"945,1,1,0,,,"
915,915,It's cool,915.0,"946,0,0,0,,,"
916,916,"The temperature difference occurs due to the difference in specific heat between the sandy beach and the sea, causing the wind to blow.",916.0,"947,0,0,0,,,"
917,917,The reason why wind is generated is because of the temperature difference.,917.0,"948,0,0,0,,,"
918,918,a specific heat difference,918.0,"949,0,0,0,,,"
919,919,"When the waves come in, it comes with the wind",919.0,"950,0,0,0,,,"
920,920,Because of the waves,920.0,"951,0,1,0,,,"
921,921,"Because of the pressure difference and the temperature difference,",921.0,"952,0,1,0,,,"
922,922,"Air temperature, air pressure, wind relationship, etc",922.0,"953,0,0,0,,,"
923,923,?,923.0,"954,1,0,0,,,"
924,924,in the wind,924.0,"955,1,1,0,,,"
925,925,I bumped into a rock,925.0,"956,1,0,0,,,"
926,926,It's because of the air pressure difference,926.0,"957,1,0,0,,,"
927,927,"When the wind came to the beach,",927.0,"958,1,0,0,,,959,0,0,0,,,"
928,928,"Just as the temperature gets cooler when it's cool, it's also a natural phenomenon",928.0,"960,1,1,0,,,"
929,929,Because the Earth's air goes round and round,929.0,"961,1,0,0,,,"
930,930,There's wind in the hot side,930.0,"962,0,0,0,,,"
931,931,There's a beach,931.0,"963,0,0,0,,,"
932,932,This is because the sea creates wind as the waves hit.,932.0,"964,1,0,0,,,"
933,933,I don't understand.,933.0,"965,0,0,0,,,"
934,934,It's because of the waves,934.0,"966,0,0,0,,,"
935,935,Because of the difference in air pressure,935.0,"967,0,0,0,,,"
936,936,"""This is because the temperature and pressure of the sea are different from the ground around the sea.",936.0,"968,0,0,0,,,"
937,937,"""",937.0,"969,0,0,0,,,"
938,938,"On the beach, the temperature is high and low in two parts of the land and the sea, and at this time, the wind blows from high to low, and the air pressure is high in the cold part and the air pressure is low in the hot part.",938.0,"970,0,0,0,,,"
939,939,"""The wind moves from high pressure to low pressure, and that's when it forms",939.0,"971,0,0,0,,,"
940,940,,940.0,"972,0,0,0,,,"
941,941,"My opinion is that when the warm wind goes up, there is an empty space, and when the cold air enters the empty space, there is an empty space",941.0,"973,0,0,0,,,"
942,942,"""",942.0,"974,0,0,0,,,"
943,943,I don't know.,943.0,"975,0,0,0,,,"
944,944,seasonal and westerly winds,944.0,"976,0,0,0,,,"
945,945,"During the day, the boss gets the sun. The heat heats up the air above and cools down under the temperature of the air above, so that the cold air descends on the beach and moves there to heat the air up under the sun on the sandy beach. Night is the opposite",945.0,"977,0,0,0,,,"
946,946,"During the day, the sand receives solar heat and the heat of the sand heats the air and cools the temperature of the air above, so that the cold air descends on the beach and moves to the feet to heat the air that rises under the sunlight of the sand, but at night, it's the opposite",946.0,"978,0,0,0,,,"
947,947,"Because of the wind, the waves come towards us",947.0,"979,0,0,0,,,"
948,948,"During the day, the sandy beach receives solar heat and the heat of the sand heats and rises, so that the temperature of the air above cools, and the cold air descends on the beach and moves there to heat the air raised by the sunlight on the sandy beach, but the room is the opposite.",948.0,"980,0,0,0,,,"
949,949,"When the warm wind goes up, there is an empty space, and I think it is caused when cold air enters the empty space.",949.0,"981,0,0,0,,,"
950,950,by the waves,950.0,"982,0,0,0,,,"
951,951,It's because there are ebb and flow.,951.0,"983,0,0,0,,,"
952,952,The reason why the direction of the wind changes at night is that the land is more than the seaBecause it cools faster.,952.0,"984,0,0,0,,,"
953,953,It's because of the waves,953.0,"985,0,0,0,,,"
954,954,This is because the sandy beach is hot and the sea is less hot during the day.,954.0,"986,0,0,0,,,"
955,955,"Because the tide and ebb can create wind,",955.0,"987,0,0,0,,,"
956,956,on the waves,956.0,"988,0,0,0,,,989,0,0,0,,,"
957,957,The wind blows from land to sea,957.0,"990,0,0,0,,,"
958,958,The surface temperature is different from the surface temperature,958.0,"991,0,0,0,,,"
959,959,Winds form as waterfalls hit the sea,959.0,"992,0,0,0,,,"
960,960,I don't know.,960.0,"993,0,0,0,,,"
961,961,"During the day, the temperature of the land is higher than that of the sea, so the evaporation amount of air on the land side is high, so the air pressure on the land side is relatively weak, so the wind blows from the sea to the land",961.0,"994,0,1,0,,,"
962,962,I don't know.,962.0,"995,0,0,0,,,"
963,963,I don't know,963.0,"996,0,1,0,,,"
964,964,I don't know.,964.0,"997,0,1,0,,,"
965,965,Because the waves are shaking?,965.0,"998,0,1,0,,,"
966,966,Because of the waves,966.0,"999,1,0,0,,,"
967,967,This is because the temperature of the water surface is different from the temperature of the ground.,967.0,"1000,0,0,0,,,"
968,968,"Because of the difference in the temperature and the speed of water going up and down,",968.0,"1001,1,0,0,,,"
969,969,I don't know.,969.0,"1002,1,1,0,,,"
970,970,Wind is generated when moving from high pressure to low pressure.,970.0,"1003,0,0,0,,,"
971,971,"""Because the air temperature and air pressure create wind",971.0,"1004,0,1,0,,,"
972,972,"""",972.0,"1005,0,1,0,,,"
973,973,""" When the warm wind goes up, there's an empty space, and the cold air in the empty space",973.0,"1006,1,0,0,,,"
974,974,"Because they're coming in.""",974.0,"1007,0,1,0,,,"
975,975,Winds occur as children from warm places to cool places.,975.0,"1008,1,1,0,,,"
976,976,I think it's because of the difference in air pressure.,976.0,"1009,1,0,0,,,"
977,977,The wind blows because there is a clear difference in temperature on the beach where the land and the sea are adjacent.,977.0,"1010,1,0,1,,,"
978,978,"When the warm wind goes up, an empty space is formed, because of the difference in air pressure because cold air enters the empty space.",978.0,"1011,1,0,0,,,"
979,979,The wind blows when the atmosphere moves from a high place to a strange place.,979.0,"1012,0,1,0,,,"
980,980,I don't know.,980.0,"1013,0,1,0,,,"
981,981,Because the water comes toward the sand and creates wind,981.0,"1014,0,1,0,,,"
982,982,Wind blows when the atmosphere moves from a high atmospheric pressure to a low atmosphere.,982.0,"1015,0,0,0,,,"
983,983,I don't know,983.0,"1016,0,0,0,,,"
984,984,I don't know.,984.0,"1017,0,0,0,,,"
985,985,It's cool,985.0,"1018,1,0,0,,,1019,0,0,0,,,"
986,986,"Because the temperature of the air changes,",986.0,"1020,0,0,0,,,"
987,987,The wind is blowing.,987.0,"1021,0,0,0,,,"
988,988,I don't know. Sorry,988.0,"1022,0,0,0,,,"
989,989,Because the temperature of the air changesI don't know,989.0,"1023,0,0,0,,,"
990,990,Don't know,990.0,"1024,0,0,0,,,"
991,991,I don't know,991.0,"1025,0,0,0,,,"
992,992,I don't know.,992.0,"1026,0,0,0,,,"
993,993,I don't know,993.0,"1027,0,0,0,,,"
994,994,It's because the wind comes from the land,994.0,"1028,0,0,0,,,"
995,995,I don't know,995.0,"1029,0,1,0,,,"
996,996,"Because the air keeps moving,",996.0,"1030,1,0,0,,,"
997,997,the act of the waves whistling and the air blowing,997.0,"1031,0,0,0,,,"
998,998,The direction of the wind is different between day and night on the sea and land,998.0,"1032,0,0,0,,,"
999,999,The cool ocean creates wind on the beach,999.0,"1033,0,0,0,,,"
1000,1000,The wind blew from the other side,1000.0,"1034,0,0,1,,,"
1001,1001,I don't know,1001.0,"1035,0,0,0,,,"
1002,1002,It's very humid,1002.0,"1036,0,1,0,,,"
1003,1003,I don't know,1003.0,"1037,0,0,1,,,"
1004,1004,It's because the sea is cold and cool.,1004.0,"1038,1,0,0,,,"
1005,1005,Because I'm with water,1005.0,"1039,0,0,1,,,"
1006,1006,The wind blows towards the land and the waves go towards the land,1006.0,"1040,1,0,1,,,"
1007,1007,It's because there's a wave.,1007.0,"1041,0,0,0,,,"
1008,1008,"The water is the wind, and it's the worm",1008.0,"1042,0,0,0,,,"
1009,1009,The sea water on the beach became steam and that steam became wind,1009.0,"1043,0,0,0,,,"
1010,1010,"There are many natural disasters in the sea, such as rising sea levels, and a few minor disasters occur in the deep sea, such as the Pacific Ocean, and they push the air away",1010.0,"1044,0,0,0,,,"
1011,1011,a difference in temperature,1011.0,"1045,0,0,0,,,"
1012,1012,It's because of the sea breeze.,1012.0,"1046,1,1,0,,,"
1013,1013,Convection occurs because of the temperature difference between the sea and the land,1013.0,"1047,0,0,0,,,"
1014,1014,"Because of the temperature difference between the continents and the oceans,",1014.0,"1048,0,0,0,,,1049,1,1,0,,,"
1015,1015,This is because the temperature moves from high to low.,1015.0,"1050,0,0,0,,,"
1016,1016,a barometric difference,1016.0,"1051,1,0,0,,,"
1017,1017,Because it's windy,1017.0,"1052,0,0,0,,,"
1018,1018,This is because the air pressure of the land and the sea is different.,1018.0,"1053,1,0,0,,,"
1019,1019,air pressure difference due to temperature difference,1019.0,"1054,0,1,0,,,"
1020,1020,"Entropy increases. Therefore, it moves from a place with a lot of air to a place with less air.",1020.0,"1055,0,1,1,,,"
1021,1021,The temperature of the ocean and the temperature of the land are different,1021.0,"1056,0,1,0,,,"
1022,1022,There is a temperature difference between the land and the sea This is because air flows from high temperature to low temperature.,1022.0,"1057,1,0,0,,,"
1023,1023,"The hot air rises up and the cold air fills it, and the wind blows.",1023.0,"1058,0,0,1,,,"
1024,1024,Because of the difference in temperature between the sea and the land,1024.0,"1059,0,0,0,,,"
1025,1025,This is because the difference in temperature between the sea and the land creates a difference in atmospheric pressure.,1025.0,"1060,0,0,0,,,"
1026,1026,Because of the difference in air pressure due to temperature difference,1026.0,"1061,0,0,0,,,"
1027,1027,"""This is because the heat capacity of the sea is greater than that of the land. Heat capacity refers to the amount of heat required to raise the temperature of a material by 1℃. In other words, the higher the heat capacity of the sea than the land, is that to raise the temperature of the sea by 1℃, you need more heat than to raise the temperature of the land by 1℃. Therefore, when the sun shines equally on a hot summer day, the sea water with high heat capacity is cool, and sand or rocks with low heat capacity are hot.",1027.0,"1062,0,0,0,,,"
1028,1028,"During the day, land air, which has a smaller heat capacity like sand, becomes hotter than sea air and expands and rises upward, which reduces air pressure on land. So the wind blows from the high pressure sea to the low pressure land. What is the direction of the wind on land and in the sea at night?""",1028.0,"1063,0,0,0,,,"
1029,1029,High pressure produces wind,1029.0,"1064,1,1,0,,,"
1030,1030,"Because there is a temperature difference between land and the sea, the wind blows from low heat to high",1030.0,"1065,0,0,0,,,"
1031,1031,I think it is because the temperature difference between the sea and the land causes convection.,1031.0,"1066,0,0,0,,,"
1032,1032,The Temperature Difference Between Sand and Sea Water,1032.0,"1067,0,1,1,,,"
1033,1033,the temperature difference between sand and the sea,1033.0,"1068,1,1,0,,,"
1034,1034,Because of the waves,1034.0,"1069,0,0,0,,,"
1035,1035,Because of the waves,1035.0,"1070,1,1,0,,,"
1036,1036,"The sea bounces down under the hot sun and the water evaporates upward, creating wind",1036.0,"1071,0,0,0,,,"
1037,1037,It's an anvil,1037.0,"1072,0,0,0,,,"
1038,1038,Is there a reason?,1038.0,"1073,0,0,0,,,"
1039,1039,I don't know,1039.0,"1074,0,0,0,,,"
1040,1040,People flow from low temperature to high temperature,1040.0,"1075,1,1,0,,,"
1041,1041,I don't know.,1041.0,"1076,1,1,1,,,"
1042,1042,a sea breeze from the sea,1042.0,"1077,0,0,0,,,"
1043,1043,"Because of the sea breeze and the land breeze,",1043.0,"1078,0,1,0,,,1079,1,1,1,,,"
1044,1044,I don't know,1044.0,"1080,0,1,0,,,"
1045,1045,"Because of the Earth's energy,",1045.0,"1081,0,0,0,,,"
1046,1046,by the waves,1046.0,"1082,0,0,0,,,"
1047,1047,It is because the temperature of the sea and land are different.,1047.0,"1083,0,1,0,,,"
1048,1048,"Rising air currents occur in high temperatures, causing winds to blow at relative low pressures",1048.0,"1084,0,0,0,,,"
1049,1049,Because there is a relatively difference between the temperature of the land and the temperature of the sea,1049.0,"1085,1,1,0,,,"
1050,1050,Wind is created by waves,1050.0,"1086,0,0,0,,,"
1051,1051,The wind is created by the waves.,1051.0,"1087,1,0,0,,,"
1052,1052,"Because of the difference in specific heat between sand and seawater,",1052.0,"1088,1,0,0,,,"
1053,1053,the difference between the tides,1053.0,"1089,0,0,0,,,"
1054,1054,This is because air convection occurred due to the temperature difference between the land and the sea.,1054.0,"1090,0,1,0,,,"
1055,1055,This is because of the difference in specific heat between the sea and the land.,1055.0,"1091,0,0,1,,,"
1056,1056,"Air pressure difference is caused by the temperature difference, and wind is generated from high to low pressure",1056.0,"1092,0,0,0,,,"
1057,1057,It is because of the difference in specific heat.,1057.0,"1093,0,1,0,,,"
1058,1058,This is because the atmospheric pressure of the upper air varies due to the specific heat difference between the land and the sea.,1058.0,"1094,0,0,1,,,"
1059,1059,I just don't know,1059.0,"1095,0,0,0,,,"
1060,1060,h,1060.0,"1096,0,0,0,,,"
1061,1061,h,1061.0,"1097,1,1,0,,,"
1062,1062,The wind from the beach is blowing to the land,1062.0,"1098,0,0,0,,,"
1063,1063,.,1063.0,"1099,0,1,1,,,"
1064,1064,"In the process of changing from low pressure to high pressure, the temperature of the air changes and the direction of the wind changes",1064.0,"1100,0,0,1,,,"
1065,1065,"Because the wind blows from cold to hot.Cold is higher pressure, so the wind blows from higher pressure to lower pressure",1065.0,"1101,1,0,0,,,"
1066,1066,I don't know.,1066.0,"1102,0,0,1,,,"
1067,1067,"Because of the air pressure, the temperature goes up",1067.0,"1103,0,0,1,,,"
1068,1068,Q=cmt,1068.0,"1104,0,0,0,,,"
1069,1069,It moves from high pressure to low pressure,1069.0,"1105,1,1,1,,,"
1070,1070,Because the wind goes from a cool place to a warm place,1070.0,"1106,1,1,1,,,"
1071,1071,It's because of the difference in air pressure,1071.0,"1107,1,1,1,,,"
1072,1072,Because the temperature of the air is different,1072.0,"1108,1,1,1,,,1109,1,0,0,,,"
1073,1073,"This is because there is a difference in specific heat between the land and the sea, so the land heats up quickly and cools down quickly, but the seawater slowly heats up and cools down, resulting in a temperature difference.",1073.0,"1110,1,1,1,,,"
1074,1074,This is because of the difference in temperature between the sand on land and the sea water.,1074.0,"1111,0,0,1,,,"
1075,1075,Because of the difference in air pressure between the sea and the land,1075.0,"1112,1,0,1,,,"
1076,1076,It is because of the difference in the heat of the sea water,1076.0,"1113,1,1,0,,,"
1077,1077,I don't know.,1077.0,"1114,0,0,0,,,"
1078,1078,The wind blows from low temperature to high temperature,1078.0,"1115,1,1,1,,,"
1079,1079,T,1079.0,"1116,0,1,0,,,"
1080,1080,"Because of the circulation of air,",1080.0,"1117,0,1,0,,,"
1081,1081,I don't know.,1081.0,"1118,1,0,0,,,"
1082,1082,The difference in air pressure caused by the difference in temperature between the sea and the land causes air to move,1082.0,"1119,0,0,0,,,"
1083,1083,I don't know.,1083.0,"1120,0,0,0,,,"
1084,1084,I don't know.,1084.0,"1121,0,0,0,,,"
1085,1085,"Because of the difference in specific heat between water and sand, the temperature is different and wind is generated",1085.0,"1122,0,0,0,,,"
1086,1086,"During the day, the temperature of the land is higher than that of the sea, and at night, the temperature of the sea is higher than that of the land, so wind is generated due to the difference in air pressure",1086.0,"1123,1,0,0,,,"
1087,1087,The wind blows everywhere.,1087.0,"1124,1,0,0,,,"
1088,1088,"The beach becomes hotter than the sea, so the beach becomes low pressure and the sea becomes high pressure, causing the wind to blow due to convection.Yeah.",1088.0,"1125,1,0,0,,,"
1089,1089,Because of the waves,1089.0,"1126,0,1,0,,,"
1090,1090,It's because of the waves,1090.0,"1127,0,0,0,,,"
1091,1091,Because of the waves,1091.0,"1128,0,1,0,,,"
1092,1092,"During the day, the temperature of the sea is high at night on land, so wind is formed due to the difference in air pressure between the land and the sea",1092.0,"1129,0,0,0,,,"
1093,1093,"The specific heat of the land is lower than the specific heat of the sea, so the sea does not have much difference in temperature during the day, while the temperature difference on the land is greater than that of the sea. Also, hot air rises and cold air falls. Therefore, during the day, the temperature of the land is higher than the temperature of the sea, so the air rises, and the air on the sea flows to the land, and at night, the temperature of the land rises, and the air on the land blows from the sea toward the land.",1093.0,"1130,0,1,0,,,"
1094,1094,ebb and flow,1094.0,"1131,1,0,0,,,"
1095,1095,"During the day, rising air currents occur on land with higher temperatures, creating wind as the air in the sea moves to the land, and at night, rising air currents occur in the sea, creating wind as the air on the land moves to the sea.",1095.0,"1132,0,1,0,,,"
1096,1096,"Since the specific heat of the land is smaller than that of seawater, the temperature change is more severe per heat. Since the temperature of the beach is lower in the daytime than the ground, the ground has a low pressure, resulting in an upward airflow, and a convection phenomenon in which air is trying to fill the empty space, so wind blows from the sea to the land.",1096.0,"1133,0,0,0,,,"
1097,1097,"Because the air moves according to the temperature,",1097.0,"1134,0,0,0,,,"
1098,1098,I don't know.,1098.0,"1135,1,1,0,,,"
1099,1099,from the sea,1099.0,"1136,0,0,0,,,"
1100,1100,due to the temperature difference,1100.0,"1137,0,0,0,,,"
1101,1101,The sea is cold,1101.0,"1138,0,0,0,,,1139,0,0,0,,,"
1102,1102,"During the day, the ground heats up faster, causing a difference in temperature between the ground and the sea, and at night, the water cools later, causing a difference in temperature from the ground.So the air goes up in the hot place and the cold air blows to fill it",1102.0,"1140,0,0,0,,,"
1103,1103,with the waves,1103.0,"1141,0,0,0,,,"
1104,1104,"It's less hot than the land, so to move the wind to a hot place",1104.0,"1142,0,0,0,,,"
1105,1105,"It's less hot than the land, so to move the wind to a hot place",1105.0,"1143,1,0,0,,,"
1106,1106,I wanted it to be windy,1106.0,"1144,1,0,0,,,"
1107,1107,"During the day, the water was hot on the beach and evaporated, so the space was empty, and wind was created to fill the space with the air on the sandy beach.",1107.0,"1145,0,0,0,,,"
1108,1108,It's because they have different specific heat,1108.0,"1146,0,0,0,,,"
1109,1109,The wind blew from the sea,1109.0,"1147,0,0,0,,,"
1110,1110,"Due to the temperature difference between the sandy beach and the sea,",1110.0,"1148,0,0,0,,,"
1111,1111,"This is because the specific heat of sand on the sandy beach and water in the sea is different, so the wind blows from low temperature to high temperature.",1111.0,"1149,0,0,0,,,"
1112,1112,Please search on Naver Knowledge Base,1112.0,"1150,0,0,0,,,"
1113,1113,"Due to changes in sea water temperature,",1113.0,"1151,0,0,0,,,"
1114,1114,"Because the temperature of the air on the sandy beach and the sea water is different and the air pressure is different, wind is generated in seawater lower than the temperature of the air on the sandy beach.",1114.0,"1152,0,0,0,,,"
1115,1115,The air is convectioned,1115.0,"1153,1,1,0,,,"
1116,1116,This is because of the difference in temperature due to the difference in specific heat between land and sea.,1116.0,"1154,1,0,0,,,"
1117,1117,the movement of air due to the difference in specific heat between land and sea,1117.0,"1155,1,1,0,,,"
1118,1118,air pressure difference,1118.0,"1156,0,0,0,,,"
1119,1119,the difference in the specific heat between the sandy beach and the sea,1119.0,"1157,1,0,0,,,"
1120,1120,"Since the high-yield on the land side, which has a smaller specific heat than the sea, is relatively heated, the temperature rises and the wind blows to make up for it.",1120.0,"1158,1,0,0,,,"
1121,1121,Because of the temperature difference between the land and the sea,1121.0,"1159,1,1,0,,,"
1122,1122,"Temperature difference due to specific heat difference between water and land, Wind formation due to high temperature rise and low temperature drop",1122.0,"1160,0,0,0,,,"
1123,1123,"Since the specific heat of the sand is smaller than the specific heat of the sea, the air temperature difference is generated, resulting in wind due to the pressure difference.",1123.0,"1161,0,0,0,,,"
1124,1124,"When the air in the high temperature rises above due to the difference in specific heat between land and sea that rises and falls faster, it moves in a cold place to fill the air in that area. This is how wind is wind.",1124.0,"1162,0,0,0,,,"
1125,1125,"The specific heat of the water and sand varies, resulting in a different temperature of the air that can be heated, resulting in a pressure difference",1125.0,"1163,0,0,0,,,"
1126,1126,"During the day, land with high temperatures lowers pressure, and seas with low temperatures increase pressure, causing wind to blow due to pressure differences.",1126.0,"1164,0,0,0,,,"
1127,1127,"Temperature difference due to specific heat difference, resulting in wind due to pressure difference",1127.0,"1165,0,1,0,,,"
1128,1128,caused by the specific heat difference between water and sand,1128.0,"1166,0,0,0,,,"
1129,1129,To resolve the air pressure difference caused by the heat difference between the sea and the land,1129.0,"1167,0,0,0,,,"
1130,1130,The difference in temperature between sandy beaches and seawater decreases the air pressure in places with high temperatures and increases the air pressure in places with low temperatures (relatively),1130.0,"1168,0,0,0,,,1169,1,0,0,,,"
1131,1131,"When the air rises, the wind blows to fill the void",1131.0,"1170,0,0,0,,,"
1132,1132,"There is a temperature difference due to the difference in specific heat between the land and the sea, which causes a difference in air pressure due to the difference in temperature of the air, causing",1132.0,"1171,0,0,0,,,"
1133,1133,This is because the sea heats up slower than the land.,1133.0,"1172,0,0,0,,,"
1134,1134,"It is because of the temperature difference between the sea and the land.""",1134.0,"1173,0,0,0,,,"
1135,1135,"Because of the temperature difference,",1135.0,"1174,0,1,0,,,"
1136,1136,The air pressure is different between the ocean and the land,1136.0,"1175,0,0,0,,,"
1137,1137,I don't understand.,1137.0,"1176,1,1,0,,,"
1138,1138,It is because the air on the land has been exposed,1138.0,"1177,0,0,0,,,"
1139,1139,in the wind,1139.0,"1178,1,0,0,,,"
1140,1140,Because the wind blows from land to sea,1140.0,"1179,0,0,0,,,"
1141,1141,The wind moves from high to low pressure,1141.0,"1180,0,0,0,,,"
1142,1142,"The pressure in the air on the shore is reduced, and the wind blows to remove the pressure difference on the beach.",1142.0,"1181,0,1,0,,,"
1143,1143,The wind is caused by a difference in air pressure.,1143.0,"1182,0,0,0,,,"
1144,1144,"The temperature of the sea and land is different, so the wind blows due to the convection of the air.",1144.0,"1183,0,0,0,,,"
1145,1145,It's because of the wind,1145.0,"1184,0,0,0,,,"
1146,1146,It's because there's a difference between the temperature of the land and the temperature,1146.0,"1185,0,0,0,,,"
1147,1147,Because of the moon,1147.0,"1186,0,1,0,,,"
1148,1148,This is because land and sea winds blow due to temperature differences between the sea and land.,1148.0,"1187,0,0,0,,,"
1149,1149,It's because high pressure and low pressure are created,1149.0,"1188,0,0,0,,,"
1150,1150,This is because there is a difference between the sea and the land.,1150.0,"1189,0,0,0,,,"
1151,1151,The wind is generated by the current.,1151.0,"1190,1,0,0,,,"
1152,1152,"Because of the Earth's rotation, the moon exists",1152.0,"1191,0,1,0,,,"
1153,1153,"The temperature is different on the sea side and on the land side, so the air rises on the high side, and the wind blows on the other side to fill it",1153.0,"1192,0,0,0,,,"
1154,1154,The ocean is cooler than the land,1154.0,"1193,1,0,0,,,"
1155,1155,Solar energy,1155.0,"1194,0,1,0,,,"
1156,1156,water stain,1156.0,"1195,0,1,0,,,"
1157,1157,I don't know,1157.0,"1196,0,1,0,,,"
1158,1158,I don't know.,1158.0,"1197,1,0,0,,,"
1159,1159,I have no idea.,1159.0,"1198,1,0,0,,,1199,0,1,0,,,"
1160,1160,on the waves,1160.0,"1200,0,0,0,,,"
1161,1161,the movement of high and low pressures,1161.0,"1201,1,0,0,,,"
1162,1162,Atmospheric pressure differences,1162.0,"1202,0,1,0,,,"
1163,1163,Moe.,1163.0,"1203,1,0,0,,,"
1164,1164,the wind from Pato,1164.0,"1204,0,0,0,,,"
1165,1165,Because of marine energy,1165.0,"1205,0,1,0,,,"
1166,1166,"Oh, I knew but I forgot What a fool...",1166.0,"1206,1,0,0,,,"
1167,1167,Swoosh,1167.0,"1207,0,0,0,,,"
1168,1168,be caused by waves,1168.0,"1208,1,1,0,,,"
1169,1169,I don't know.,1169.0,"1209,1,0,0,,,"
1170,1170,Because of the energy?,1170.0,"1210,0,0,0,,,"
1171,1171,"The air pressure difference is caused by the temperature of the air, and the air moves from high pressure to low pressure to wind",1171.0,"1211,1,0,0,,,"
1172,1172,It is the difference in air pressure caused by the temperature difference between sand and the sea.,1172.0,"1212,1,0,0,,,"
1173,1173,It is the difference in air pressure caused by the temperature difference between sand and the sea.,1173.0,"1213,1,0,0,,,"
1174,1174,I don't understand.,1174.0,"1214,1,0,0,,,"
1175,1175,"The hot air of the seawater rises up and cold air from the land comes toward the sea to fill the bottom, and the wind blows.",1175.0,"1215,0,0,0,,,"
1176,1176,Because of the difference between high and low pressure.,1176.0,"1216,0,0,0,,,"
1177,1177,"The air pressure changes due to the difference in air temperature, and the wind blows.",1177.0,"1217,0,0,0,,,"
1178,1178,Because you're here...,1178.0,"1218,0,0,0,,,"
1179,1179,around the moon,1179.0,"1219,0,1,0,,,"
1180,1180,I don't know.,1180.0,"1220,0,0,0,,,"
1181,1181,There's land and sea,1181.0,"1221,0,1,0,,,"
1182,1182,Too long to explain,1182.0,"1222,0,0,0,,,"
1183,1183,"Because the temperature of the ocean is higher than that of the land,",1183.0,"1223,0,0,0,,,"
1184,1184,"At low tide, the wind comes in",1184.0,"1224,0,0,0,,,"
1185,1185,The wind came over from the ebb and flow,1185.0,"1225,0,0,0,,,"
1186,1186,"At low tide, the wind comes in",1186.0,"1226,0,0,0,,,"
1187,1187,Because of the difference in densityThe water in the sea is blowing in the wind,1187.0,"1227,0,0,0,,,"
1188,1188,"""There was steam coming up from the sea below",1188.0,"1228,0,0,0,,,1229,0,0,0,,,"
1189,1189,"Because the wind is coming from the north.""",1189.0,"1230,0,0,0,,,"
1190,1190,"We usually go to the beach in the summer, and people want to be cool, which is why we get wind",1190.0,"1231,0,1,0,,,"
1191,1191,"It's cool when the wind blows, but the cool wind feels good.""",1191.0,"1232,0,1,0,,,"
1192,1192,"Because of the difference between the tides,",1192.0,"1233,0,0,0,,,"
1193,1193,It is due to movement according to the weight of air due to temperature.,1193.0,"1234,0,1,0,,,"
1194,1194,There's land and sea,1194.0,"1235,0,0,0,,,"
1195,1195,"When the temperature of the surface rises, the air above it naturally rises. As a result, the acupressure close to the surface decreases, and the amount decreases as the air rises.",1195.0,"1236,1,0,0,,,"
1196,1196,I don't know.,1196.0,"1237,0,1,0,,,"
1197,1197,"In places where the temperature is high, the air rises, so the wind blows in places where the temperature is high.",1197.0,"1238,1,0,0,,,"
1198,1198,"Due to the influence of the east-west wind, the west-west wind and the east-west wind meet to create a wind blowing from the beach.",1198.0,"1239,0,1,0,,,"
1199,1199,"Due to the influence of the east-west wind, the west-west wind and the east-west wind meet to create a wind from the beach",1199.0,"1240,0,0,0,,,"
1200,1200,Because of the temperature difference,1200.0,"1241,0,0,0,,,"
1201,1201,The waves move and make the wind,1201.0,"1242,0,0,0,,,"
1202,1202,in the wind,1202.0,"1243,0,0,0,,,"
1203,1203,Because of the water,1203.0,"1244,1,0,0,,,"
